university,dimension,label,tone,rationale,evidence_quote,chunk_id
Stony Brook University,Pedagogical_Integration,2,Balanced,"Requires demonstration of understanding, integrating AI responsibly into learning outcomes.","students should be able to stand in front of a class, instructors, and/or TAs, and explain their entire solutions and work in a controlled setting",1
Stony Brook University,Ethical_Equity_Considerations,1,Balanced,Mentions integrity but lacks detailed equity discussion.,protect both instructors and students from potential pitfalls that may lead to possible academic integrity/dishonesty violations,1
Stony Brook University,Tone_Orientation,2,Balanced,"Adopts a formal, institutional tone with clear guidelines.",policy largely follows the one published by the Graduate School,1
Stony Brook University,Implementation_Authority,2,Balanced,Defines authority at instructor and program director levels; default applies if none set.,All instructors are encouraged but not required to define their own AI policy. For any course that does not have a specific policy...,1
Stony Brook University,Tools_Specificity,1,Balanced,Mentions image generation but otherwise generic; no tool list or specificity beyond examples.,AI may be used for some image generation,1
University of Massachusetts-Amherst,Purpose_Scope,2,Balanced,Explicitly states purpose and scope across core functions.,"The university values the exploration of new ideas and supports the thoughtful application of new technologies, such as generative artificial intelligence (GAI), to education, research, and administrative processes when appropriate.",1
University of Massachusetts-Amherst,Permitted_Uses,1,Balanced,Mentions faculty exploration but lacks detailed permissions.,faculty will want to explore its potential uses in teaching and learning,1
University of Massachusetts-Amherst,Prohibited_Uses,0,NA,No explicit prohibitions listed beyond general cautions.,,1
University of Massachusetts-Amherst,Disclosure_Citation_Requirements,1,NA,Requires disclosure but not mandatory policy-wide.,"If you permit the use of these tools, please tell students how you want their use documented or disclosed.",1
University of Massachusetts-Amherst,Accountability_Enforcement,1,NA,"Imposes responsibility on users, no enforcement mechanism described.",You are just as responsible for the content of that work as if you had only used your brain to produce it.,1
University of Massachusetts-Amherst,Pedagogical_Integration,1,NA,Encourages careful integration but lacks detailed guidance.,instructors and researchers should be mindful of before implementing activities and assignments using GAI,1
University of Massachusetts-Amherst,Ethical_Equity_Considerations,2,NA,Explicitly addresses equity and rights.,"The use of GAI should not reduce equitable access to a human-centered, effective, and quality educational experience or impinge on rights...",1
University of Massachusetts-Amherst,Tone_Orientation,1,NA,Overall tone is cautious but supportive.,"generative artificial intelligence (GAI), to education, research, and administrative processes when appropriate.",1
University of Massachusetts-Amherst,Implementation_Authority,0,NA,No specific authority or governing body identified for implementation.,,1
University of Massachusetts-Amherst,Tools_Specificity,1,NA,Mentions examples but no detailed tool specifications.,"Generative AI tools like ChatGPT, Gemini, CoPilot and similar",1
Brandeis University,Purpose_Scope,1,Balanced,"The policy references multiple institutional policies, indicating a broad scope but lacks a clear purpose statement.",must be used in adherence to existing Brandeis policies,1
Brandeis University,Permitted_Uses,0,NA,No explicit permitted uses are listed.,,1
Brandeis University,Prohibited_Uses,0,NA,No prohibited uses are identified.,,1
Brandeis University,Disclosure_Citation_Requirements,2,Balanced,"The policy explicitly mentions citation guidelines for AI use, indicating a strong requirement.",Citation Guidelines,1
Brandeis University,Accountability_Enforcement,0,NA,There is no mention of enforcement mechanisms or accountability.,,1
Brandeis University,Pedagogical_Integration,1,NA,"The policy references CTL resources, suggesting integration but not detailed implementation.",Center for Teaching and Learning (CTL) ... Syllabus Policies (including AI statement best practices),1
Brandeis University,Ethical_Equity_Considerations,1,NA,It acknowledges ethical considerations but does not provide specific equity policies.,Department of Student Rights and Community Standards supports the development of ethical and engaged community members,1
Brandeis University,Tone_Orientation,0,NA,No overall tone is explicitly stated; the policy appears neutral.,,1
Brandeis University,Implementation_Authority,1,NA,Authority is implied through the task force but not formally defined.,The AI Task Force is working with various stakeholders across campus,1
Brandeis University,Tools_Specificity,1,NA,"Mentions specific policies and resources, though lacks detailed tool specifications.","Data Governance Policy and Written Information Security Policy, CTL resources",1
George Washington University,Purpose_Scope,1,Balanced,Mentions scope but not detailed purpose,intended to govern the administrative use of AI Tools across the university,1
George Washington University,Permitted_Uses,0,Restrictive,No explicit permitted uses listed,,1
George Washington University,Prohibited_Uses,1,Restrictive,States a specific prohibition but limited scope,AI Tools used at GW must not use personal information of our community members for training their models,1
George Washington University,Disclosure_Citation_Requirements,0,Restrictive,No disclosure or citation requirements mentioned,,1
George Washington University,Accountability_Enforcement,1,Balanced,Implied responsibility but no enforcement mechanisms,Staff and faculty must be vigilant about the data they enter into any AI Tools,1
George Washington University,Pedagogical_Integration,0,Restrictive,No mention of teaching or learning integration,,1
George Washington University,Ethical_Equity_Considerations,1,Balanced,Acknowledges privacy but lacks broader ethical discussion,privacy considerations and inherent risks,1
George Washington University,Tone_Orientation,1,Balanced,Overall tone is cautious and balanced,use of AI also comes with privacy considerations and inherent risks,1
